gene,MII,Zygote,l2cell,4cell,8cell,Morula,ICM,TE,e2cell,m2cell,mES,TSC
Ptprm,2.0889293506192,1.80800300779292,0.735748920778905,0.00287283423503842,0.105468338716278,0.0305286349852248,0,0,1.60011419111322,1.0838172408004,1.32805497926356,1.2611322650279
Ptprn,0.0937243782727683,0.0694494434901494,0,0,0.0178675839536917,0.422689037301028,0.757869761912175,0.582271016279233,0,0.00813378221670739,2.72629389242016,0.986685632437267
Ptprn2,0.396664551155356,1.00434749158244,0,0.274228736522298,0,0.161267422332031,0,0,1.16251106496443,0.922852502004222,0.0856436014308035,0.185944395256163
Ptpro,1.99647683992256,1.53658616616173,1.92327361308102,0.116662625361578,0.0109769637447869,0,0.0734114115970702,0,2.40285915473163,1.80282706711322,0,0
Ptprq,0.57880882612248,0.166249552735822,0,0,0.13555427477998,0,0,0,0.210832172357806,0.592551622717709,0,0
Ptprr,4.11045951493142,4.26864439390206,2.13124263801769,0.181842586016411,0.0705610475184959,0.0523787310970598,0,0,6.16433938241784,4.62812829511908,0,0
Ptprs,3.73286285393621,4.86752215983026,3.92873893416206,0.490062067987482,2.09608631122372,3.62324833406969,4.24330383884487,5.49356865243228,1.65894603883568,2.19333222366101,8.16961461108279,7.910149060531
Ptprt,1.56688773814534,1.89487456639953,0.872921054604581,0.594728999610478,0.0692298178068165,0.0665005935016148,0,0,0.974168479194317,0.67646966059527,0.106722512026399,0.519707311114726
Ptpru,0.419970441527791,0.0445302483325139,0.0110933324506462,0.0487324497237091,0.117852117715793,0.0509232372758126,0.138136415587883,0,0.00858888048278213,0.00312508747064922,1.99252168758638,0.395296631236746
Ptprv,0.101156398905519,1.51573564000357,0,0.00608269051832185,0.148076058703297,0.196293743865399,1.0171989179962,0.187767832845332,1.01023387870963,0.68387924278768,3.61291926967324,0.322998215287063
Ptprz1,1.15510997621347,0.786193784432019,0.760916682728801,0.677716119829459,0,0,0,0,1.23038496673016,0.717414276381019,1.09100713643449,0.658716903362082
Ptrf,0.17830860279455,0.470523236093708,1.3350124133317,1.04484694946908,0.716790322075928,1.50961337215768,0,0.870429355902879,1.13838146442152,0.934701539502402,5.16154098108427,6.10873818346047
Ptrh1,0,0.325226352138288,2.39583193486909,4.56830169628105,5.14173546425339,4.46001182397665,2.79729924102558,1.53971667642628,0.185178532699077,4.75711729052003,1.89879242775931,2.36099387143097
Ptrh2,3.10061557650544,5.46350859972446,3.83740835677935,5.77220338166122,5.99302312201728,4.84134238125287,5.61461038671857,4.18582265272839,4.0546813062502,4.1833823462544,4.93275467915152,5.59351065887526
Pts,0.347632183117003,0.613639157021901,0,0,1.00051566775953,1.51701972961557,2.01573463070553,3.90633027485519,2.09526835480437,0.0895936685467529,2.20245885149674,2.82121442103928
Pttg1,8.4442850985949,8.2714883352758,6.79385373173284,4.81678761257469,5.70519384664897,5.78933473732747,6.97995572423257,3.43107139889695,10.9863549732443,10.2711799511765,4.99966653474654,5.28298461322116
Pttg1ip,6.91894305313809,4.55084968157897,7.96238328490242,8.93855274190977,9.21423927931519,7.99156608588252,6.80478841433929,8.08723061246929,3.60899221780147,7.88474088692764,6.21133872078143,6.45238357275892
Ptx3,0,0,0,0,0,0,0,0,0,0,1.6198464353253,0
Ptx4,0.0366720053543079,0,0,0,0.0341001891627158,0,0,0,0,0,0,0
Puf60,0.547593797820636,2.2492025547084,3.35630511389544,3.43653734083394,3.88827760433164,4.0005098735938,3.68202308885804,3.61737946057266,3.01238626520264,4.34798050512212,5.06423902081438,4.71585070483394
